receive_timestamp,scenario_id,device_id,sequence_number,true_attack_type,true_drift_type,known_prediction,decision,raw_decision,drift_aware_decision,confidence,anomaly_score,drift_detected,drift_features,adaptation_allowed,adaptation_updated,adaptation_reason,adaptation_features,adaptation_references,approved_drift_features,feature_extraction_ms,model_inference_ms,total_detection_ms
2026-08-10T17:00:43.277011+00:00,communication_drift_01,meter_01,0,none,none,none,none,none,none,1.0,0.4503380918244757,0,,0,0,calibration_sample_not_trusted,,,,0.11241692118346691,11.556917103007436,11.697459034621716
2026-08-10T17:00:43.288846+00:00,communication_drift_01,meter_02,0,none,none,none,none,none,none,1.0,0.4403369709558798,0,,0,0,calibration_sample_not_trusted,,,,0.06874999962747097,6.131707923486829,6.215917179360986
2026-08-10T17:00:43.295138+00:00,communication_drift_01,meter_03,0,none,none,none,none,none,none,1.0,0.4536602677993527,0,,0,0,calibration_sample_not_trusted,,,,0.04129204899072647,5.888874875381589,5.94779197126627
2026-08-10T17:00:43.784449+00:00,communication_drift_01,meter_01,1,none,none,none,none,none,none,0.9999033584891098,0.4639679128496457,0,,0,0,calibration_sample_not_trusted,,,,1.1025830172002316,18.27520807273686,19.45662498474121
2026-08-10T17:00:43.804430+00:00,communication_drift_01,meter_02,1,none,none,none,none,none,none,0.9999936504883894,0.4408176916490755,0,,0,0,calibration_sample_not_trusted,,,,0.28737494722008705,11.86179113574326,12.172500137239695
2026-08-10T17:00:43.816764+00:00,communication_drift_01,meter_03,1,none,none,none,none,none,none,0.9999976130010354,0.45724605364547327,0,,0,0,calibration_sample_not_trusted,,,,0.14058290980756283,9.520416846498847,9.6843340434134
2026-08-10T17:00:44.284659+00:00,communication_drift_01,meter_01,2,none,none,none,none,none,none,0.9999630076831961,0.5518066326585166,0,,0,0,calibration_sample_not_trusted,,,,1.2982089538127184,18.807666143402457,20.139875123277307
2026-08-10T17:00:44.305262+00:00,communication_drift_01,meter_02,2,none,none,none,none,none,none,0.999998839836421,0.5725234765700936,0,,0,0,calibration_sample_not_trusted,,,,0.3672500606626272,11.764167109504342,12.151499977335334
2026-08-10T17:00:44.317533+00:00,communication_drift_01,meter_03,2,none,none,random,random,random,random,1.0,0.510745385166665,0,,0,0,calibration_sample_not_trusted,,,,0.2107920590788126,9.557917015627027,9.784084046259522
2026-08-10T17:00:44.788160+00:00,communication_drift_01,meter_01,3,none,none,none,none,none,none,0.9997951223491611,0.44517200385799377,0,,0,0,calibration_sample_not_trusted,,,,1.4309999532997608,19.88870883360505,21.361458115279675
2026-08-10T17:00:44.809970+00:00,communication_drift_01,meter_02,3,none,none,none,none,none,none,0.9999967918587944,0.4447286733651135,0,,0,0,calibration_sample_not_trusted,,,,0.3982088528573513,11.748041957616806,12.162915896624327
2026-08-10T17:00:44.822233+00:00,communication_drift_01,meter_03,3,none,none,none,none,none,none,0.9999976053184394,0.4470547231519012,0,,0,0,calibration_sample_not_trusted,,,,0.24016713723540306,9.449749952182174,9.705083910375834
2026-08-10T17:00:45.288971+00:00,communication_drift_01,meter_01,4,none,none,none,none,none,none,0.9999945847225984,0.4528373333186188,0,,0,0,calibration_sample_not_trusted,,,,1.6011251136660576,20.244790939614177,21.884415997192264
2026-08-10T17:00:45.311278+00:00,communication_drift_01,meter_02,4,none,none,none,none,none,none,0.9999970096378267,0.47578335737132976,0,,0,0,calibration_sample_not_trusted,,,,0.4278749693185091,11.882292106747627,12.334791012108326
2026-08-10T17:00:45.323767+00:00,communication_drift_01,meter_03,4,none,none,none,none,none,none,0.9994709321614795,0.465479571547804,0,,0,0,calibration_sample_not_trusted,,,,0.32579200342297554,9.636542061343789,9.978207992389798
2026-08-10T17:00:45.792432+00:00,communication_drift_01,meter_01,5,none,none,none,none,none,none,0.9999845834654941,0.4494940906117127,0,,0,0,calibration_sample_not_trusted,,,,1.1712501291185617,22.088417084887624,23.28729210421443
2026-08-10T17:00:45.816064+00:00,communication_drift_01,meter_02,5,none,none,none,none,none,none,0.9999515323896423,0.5590884121213829,0,,0,0,calibration_sample_not_trusted,,,,0.4450420383363962,12.155250180512667,12.621124973520637
2026-08-10T17:00:45.828809+00:00,communication_drift_01,meter_03,5,none,none,none,none,none,none,0.9999970582196623,0.43986865279589654,0,,0,0,calibration_sample_not_trusted,,,,0.328166875988245,9.646875085309148,9.989083977416158
2026-08-10T17:00:46.295534+00:00,communication_drift_01,meter_01,6,none,none,none,none,none,none,0.9999931856790647,0.46451478787390627,0,,0,0,calibration_sample_not_trusted,,,,2.0843339152634144,18.73974991030991,20.8535841666162
2026-08-10T17:00:46.316752+00:00,communication_drift_01,meter_02,6,none,none,none,none,none,none,0.9999974526356612,0.45009434542693333,0,,0,0,calibration_sample_not_trusted,,,,0.40466594509780407,11.432833038270473,11.852290946990252
2026-08-10T17:00:46.328686+00:00,communication_drift_01,meter_03,6,none,none,none,none,none,none,0.9999982428839552,0.5017031701050971,0,,0,0,calibration_sample_not_trusted,,,,0.3046670462936163,9.438291192054749,9.757707826793194
2026-08-10T17:00:46.795621+00:00,communication_drift_01,meter_01,7,none,none,none,none,none,none,0.9999967947950876,0.47552288971795614,0,,0,0,calibration_sample_not_trusted,,,,2.2056670859456062,20.56037518195808,22.802333114668727
2026-08-10T17:00:46.818764+00:00,communication_drift_01,meter_02,7,none,none,none,none,none,none,0.9999958564807391,0.43940652906238015,0,,0,0,calibration_sample_not_trusted,,,,0.45100017450749874,11.706666788086295,12.172332964837551
2026-08-10T17:00:46.831050+00:00,communication_drift_01,meter_03,7,none,none,none,none,none,none,0.9999419564598376,0.5108562351805954,0,,0,0,calibration_sample_not_trusted,,,,0.3172920551151037,9.381958050653338,9.712375001981854
2026-08-10T17:00:47.300832+00:00,communication_drift_01,meter_01,8,none,none,none,none,none,none,0.9999897286117077,0.49452098431187486,0,,0,0,calibration_sample_not_trusted,,,,1.3317498378455639,22.460291162133217,23.82591599598527
2026-08-10T17:00:47.324982+00:00,communication_drift_01,meter_02,8,none,none,none,none,none,none,0.9999860881928214,0.4507423692058543,0,,0,0,calibration_sample_not_trusted,,,,0.6086251232773066,12.253458146005869,12.883499963209033
2026-08-10T17:00:47.338012+00:00,communication_drift_01,meter_03,8,none,none,none,none,none,none,0.999996981747014,0.49043746470427824,0,,0,0,calibration_sample_not_trusted,,,,0.3807500470429659,9.783084038645029,10.180042125284672
2026-08-10T17:00:47.804644+00:00,communication_drift_01,meter_01,9,none,none,none,none,none,none,0.9999862859922458,0.5868169557057834,0,,0,0,calibration_sample_not_trusted,,,,1.0142920073121786,20.387666998431087,21.429291926324368
2026-08-10T17:00:47.826329+00:00,communication_drift_01,meter_02,9,none,none,none,none,none,none,0.9999933363474528,0.5349598559867427,0,,0,0,calibration_sample_not_trusted,,,,0.5578750278800726,12.993416050449014,13.56925000436604
2026-08-10T17:00:47.840009+00:00,communication_drift_01,meter_03,9,none,none,none,none,none,none,0.9999650670253495,0.4726829351200626,0,,0,0,calibration_sample_not_trusted,,,,0.38933311589062214,9.94833279401064,10.351290926337242
2026-08-10T17:00:48.309070+00:00,communication_drift_01,meter_01,10,none,none,none,none,none,none,0.9999725622221477,0.436565729495149,0,,0,0,calibration_sample_not_trusted,,,,1.4706249348819256,22.42020796984434,23.928290931507945
2026-08-10T17:00:48.333338+00:00,communication_drift_01,meter_02,10,none,none,none,none,none,none,0.9999978327096934,0.43986133657532434,0,,0,0,calibration_sample_not_trusted,,,,0.6063329055905342,12.1970409527421,12.822084128856659
