pipeline,pipeline_label,mac_throughput_messages_per_second_mean,mac_throughput_messages_per_second_std,pi_throughput_messages_per_second_mean,pi_throughput_messages_per_second_std,mac_total_latency_mean_ms_mean,mac_total_latency_mean_ms_std,pi_total_latency_mean_ms_mean,pi_total_latency_mean_ms_std,mac_total_latency_p95_ms_mean,mac_total_latency_p95_ms_std,pi_total_latency_p95_ms_mean,pi_total_latency_p95_ms_std,mac_model_inference_mean_ms_mean,mac_model_inference_mean_ms_std,pi_model_inference_mean_ms_mean,pi_model_inference_mean_ms_std,mac_cpu_percent_single_core_equivalent_mean,mac_cpu_percent_single_core_equivalent_std,pi_cpu_percent_single_core_equivalent_mean,pi_cpu_percent_single_core_equivalent_std,mac_process_peak_memory_after_mb_mean,mac_process_peak_memory_after_mb_std,pi_process_peak_memory_after_mb_mean,pi_process_peak_memory_after_mb_std,pi_to_mac_latency_ratio,mac_to_pi_throughput_ratio,pi_to_mac_inference_ratio,pi_memory_change_percent
logistic_regression,Logistic Regression,1780.0527625895716,12.445069659628166,498.49865839942606,3.743675356979394,0.5605658767756025,0.0038960428985972,2.0013300684580786,0.0152368265599391,0.5991704971529543,0.0059284055956259,2.0449723299918787,0.0155217064461702,0.1224127668762755,0.0009384706973334,0.4826355900838569,0.00550832767506,99.98921996636793,0.0025303943066642,99.9731661317433,0.0170160625685714,150.659375,0.0619112898629963,152.95,0.5311810617035388,3.5701960311423333,3.5708275891954155,3.942689985691315,1.5203999087345155
random_forest,Random Forest,155.86889583251474,1.0058349417254362,36.73594504877881,0.0960288800540864,6.413935624917562,0.0414714182018354,27.21438240513812,0.0712271773015879,6.601184334140271,0.0612426775486162,27.396075690005546,0.0714150059080777,5.940477327964399,0.040884942156323,25.564759457706582,0.0687916821539705,99.93761108628271,0.0648684417411038,99.980244806313,0.0138527351440941,174.96875,0.2304356438086369,175.596875,0.0256744948830505,4.243008348791762,4.242953206336424,4.303485737983072,0.358992677263803
open_set,Open-set (LR + Isolation Forest),148.15932337260077,1.0931137372320097,33.34144412735024,0.0521281269614353,6.748328148470824,0.0494972784200526,29.98504264504266,0.0469118889370248,6.891299984417856,0.0249566346126058,30.16061801999058,0.0443102023356336,6.285961881155324,0.0474460623156116,28.30541114707147,0.0467049508723097,99.99315337061974,0.000665955908064,99.98738028075446,0.0004538266672098,166.109375,0.1979509290518738,166.95625,0.0069877124296876,4.443329071340032,4.4436984434955695,4.502956219306423,0.5098297432038379
