scenario_type,runs,rows_mean,rows_std,rows_min,rows_max,active_drift_rows_mean,active_drift_rows_std,active_drift_rows_min,active_drift_rows_max,recovery_rows_mean,recovery_rows_std,recovery_rows_min,recovery_rows_max,mean_detection_delay_messages_mean,mean_detection_delay_messages_std,mean_detection_delay_messages_min,mean_detection_delay_messages_max,active_alert_reduction_percent_mean,active_alert_reduction_percent_std,active_alert_reduction_percent_min,active_alert_reduction_percent_max,adaptation_updates_mean,adaptation_updates_std,adaptation_updates_min,adaptation_updates_max,latency_mean_ms_mean,latency_mean_ms_std,latency_mean_ms_min,latency_mean_ms_max,latency_p95_ms_mean,latency_p95_ms_std,latency_p95_ms_min,latency_p95_ms_max,latency_p99_ms_mean,latency_p99_ms_std,latency_p99_ms_min,latency_p99_ms_max
communication,5,1872.0,0.0,1872,1872,1350.0,0.0,1350,1350,72.0,0.0,72,72,4.8,0.44721359549995787,4.0,5.0,99.1389702140596,0.11242419756395089,99.03560830860535,99.33184855233853,69.0,0.0,69,69,15.294941900443268,0.09438909927686251,15.141512685192701,15.364456029049654,24.5841890014708,0.13241590379985765,24.352758366148915,24.690468970220536,25.427955032791942,0.18239676843918762,25.239916052669287,25.621020814869553
measurement,5,1787.4,1.3416407864998674,1785,1788,300.0,0.0,300,300,145.8,0.44721359549995715,145,146,47.0,0.0,47.0,47.0,19.23534278959811,5.346028818635635,11.11111111111111,25.0,17.6,0.5477225575051664,17,18,15.28530067221126,0.08692408166109443,15.166130710327561,15.379552982997994,24.49503450421616,0.03120685179326128,24.458981479983777,24.538899585604668,25.265237006358802,0.15317478284884348,25.09669456863776,25.514981562737375
