experiment,runs,confidence_threshold_mean,confidence_threshold_std,confidence_threshold_min,confidence_threshold_max,anomaly_threshold_mean,anomaly_threshold_std,anomaly_threshold_min,anomaly_threshold_max,known_closed_set_accuracy_mean,known_closed_set_accuracy_std,known_closed_set_accuracy_min,known_closed_set_accuracy_max,known_closed_set_macro_f1_mean,known_closed_set_macro_f1_std,known_closed_set_macro_f1_min,known_closed_set_macro_f1_max,false_unknown_rate_mean,false_unknown_rate_std,false_unknown_rate_min,false_unknown_rate_max,known_acceptance_rate_mean,known_acceptance_rate_std,known_acceptance_rate_min,known_acceptance_rate_max,known_overall_correct_rate_mean,known_overall_correct_rate_std,known_overall_correct_rate_min,known_overall_correct_rate_max,unknown_recall_mean,unknown_recall_std,unknown_recall_min,unknown_recall_max,unknown_precision_mean,unknown_precision_std,unknown_precision_min,unknown_precision_max,confidence_only_recall_mean,confidence_only_recall_std,confidence_only_recall_min,confidence_only_recall_max,normal_anomaly_recall_mean,normal_anomaly_recall_std,normal_anomaly_recall_min,normal_anomaly_recall_max,mean_first_unknown_step_mean,mean_first_unknown_step_std,mean_first_unknown_step_min,mean_first_unknown_step_max,unknown_true_positive_mean,unknown_true_positive_std,unknown_true_positive_min,unknown_true_positive_max,unknown_false_positive_mean,unknown_false_positive_std,unknown_false_positive_min,unknown_false_positive_max,unseen_test_rows_mean,unseen_test_rows_std,unseen_test_rows_min,unseen_test_rows_max,known_constant_recall_mean,known_constant_recall_std,known_constant_recall_min,known_constant_recall_max,known_none_recall_mean,known_none_recall_std,known_none_recall_min,known_none_recall_max,known_random_recall_mean,known_random_recall_std,known_random_recall_min,known_random_recall_max,known_replay_recall_mean,known_replay_recall_std,known_replay_recall_min,known_replay_recall_max,known_topic_spoof_recall_mean,known_topic_spoof_recall_std,known_topic_spoof_recall_min,known_topic_spoof_recall_max
gradual_unseen,5,0.9447690825043079,0.010478266807657403,0.9275130750099023,0.9535569268702129,0.6032589375232955,0.0012110360104951503,0.6015575316959556,0.6049648456329765,0.9988309929068497,0.00025918453849177225,0.998425019687254,0.9991006183249016,0.9964376142747658,0.0007714873239418344,0.9952276392930595,0.9972382155659976,0.01960249337447109,0.003187556126403736,0.015947888589398024,0.02449163015391529,0.9803975066255288,0.0031875561264037523,0.9755083698460847,0.984052111410602,0.9799478989667371,0.0032171796679734592,0.9749466352095271,0.9834905660377359,0.9533333333333334,0.013123346456686353,0.9366666666666666,0.9733333333333334,0.6229685728884324,0.039407977642884916,0.56312625250501,0.6682242990654206,0.023333333333333334,0.013333333333333334,0.01,0.043333333333333335,0.9413333333333334,0.012156388352540286,0.9266666666666666,0.9566666666666667,1.8,2.16794833886788,0.0,5.0,286.0,3.9370039370059104,281,292,174.4,28.377808231080852,142,218,300.0,0.0,300,300,1.0,0.0,1.0,1.0,0.9774972674174934,0.0036364596116374623,0.9716919880534995,0.9811786085150571,0.9826666666666666,0.009249624617007684,0.9733333333333334,0.9933333333333333,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
