model_name,feature_count,runs,selected_threshold_mean,selected_threshold_std,selected_threshold_min,selected_threshold_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_mean,f1_std,f1_min,f1_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,false_positive_rate_mean,false_positive_rate_std,false_positive_rate_min,false_positive_rate_max,specificity_mean,specificity_std,specificity_min,specificity_max,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,pr_auc_mean,pr_auc_std,pr_auc_min,pr_auc_max,true_negative_mean,true_negative_std,true_negative_min,true_negative_max,false_positive_mean,false_positive_std,false_positive_min,false_positive_max,false_negative_mean,false_negative_std,false_negative_min,false_negative_max,true_positive_mean,true_positive_std,true_positive_min,true_positive_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max,inference_mean_ms_mean,inference_mean_ms_std,inference_mean_ms_min,inference_mean_ms_max,inference_p95_ms_mean,inference_p95_ms_std,inference_p95_ms_min,inference_p95_ms_max,model_size_mb_mean,model_size_mb_std,model_size_mb_min,model_size_mb_max,constant_recall_mean,constant_recall_std,constant_recall_min,constant_recall_max,random_recall_mean,random_recall_std,random_recall_min,random_recall_max,replay_recall_mean,replay_recall_std,replay_recall_min,replay_recall_max,topic_spoof_recall_mean,topic_spoof_recall_std,topic_spoof_recall_min,topic_spoof_recall_max
random_forest,48,5,0.506,0.013416407864998758,0.5,0.53,0.999910031478738,0.00012319448308704462,0.9997750028124648,1.0,0.9995005546311703,0.0007442710658003079,0.9983361064891848,1.0,0.9998333333333334,0.0003726779962499797,0.9991666666666666,1.0,0.9996668054399113,0.00045624550744939834,0.9991666666666666,1.0,0.9998073999869218,0.0002637284652432728,0.9995183053713096,1.0,7.799299117722e-05,0.00011624619869841963,0.0,0.0002599090318388,0.9999220070088228,0.00011624619869841822,0.9997400909681612,1.0,0.9999999783240126,4.846898122389161e-08,0.9999998916200632,1.0,0.9999998612267555,3.103064081879065e-07,0.9999993061337774,1.0,7696.2,6.379655163094596,7688,7704,0.6,0.8944271909999159,0,2,0.2,0.4472135954999579,0,1,1199.8,0.4472135954999452,1199,1200,1.1599175419658423,0.0206677483710737,1.1394267501309514,1.1943877921439707,5.87736629974097,0.05635068619385192,5.831535206176341,5.97566194832325,6.04100804310292,0.15008793819851582,5.950593599118292,6.308320909738541,8.257434844970703,0.23939704955045388,7.957157135009766,8.615406036376953,1.0,0.0,1.0,1.0,0.9993333333333334,0.0014907119849998072,0.9966666666666668,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
logistic_regression,48,5,0.6100000000000001,0.2852192139390332,0.19,0.89,0.998673623917373,0.00028020647204881233,0.9982012366498032,0.9988769092542678,0.9937045448081989,0.0038025145052175023,0.9884488448844884,0.9991596638655462,0.9964999999999999,0.0032489314482696445,0.9908333333333332,0.9983333333333332,0.9950910834108923,0.0010282787708518798,0.9933665008291874,0.9958437240232751,0.9971621516043665,0.0005952309447266772,0.9961630267184044,0.9975972288471135,0.00098739138655376,0.0005996986172292371,0.0001299545159194,0.0018193632228719,0.9990126086134461,0.0005996986172292127,0.998180636777128,0.9998700454840804,0.9997613931115445,0.00022119511509115315,0.9994064030866606,0.9999845318449292,0.9992939041433575,0.0005090088154057065,0.9985530710488107,0.9998981573586774,7689.2,7.12039324756713,7681,7696,7.6,4.61519230368573,1,14,4.2,3.8987177379235853,2,11,1195.8,3.898717737923586,1189,1198,0.024234808329492742,0.003820355871255836,0.0194926247932016,0.0285382918082177,0.04864060729742048,0.0005883237694613685,0.0478830062784254,0.0494990269653499,0.05370647180825466,0.0010727922319040005,0.0526274088770151,0.0550951808691024,0.0036020278930664,0.0,0.0036020278930664,0.0036020278930664,1.0,0.0,1.0,1.0,0.986,0.012995725793078537,0.9633333333333334,0.9933333333333332,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
